postition	term
Orin 	2767502
Orin 	2767529
Orin 	2767677
Orin 	2767824
Orin 	2767974
Orin 	2768058
Orin 	2768122
Orin 	2768223
Orin 	2768391
Orin 	2768465
Orin 	2768906
Orin 	2769086
Orin 	2769330
Orin 	2771615
Orin 	2771739
Orin 	2771859
Orin 	2773733
Orin 	2815537
Orin 	2815614
Orin 	2815818
Orin 	2816121
Orin 	2816486
Orin 	2816803
Orin 	2844433
Orin 	2908262
Orin 	2908880
Orin 	2909998
Orin 	2923123
Orin 	2923596
Orin 	2923645
Orin 	2924232
Orin 	2929023
Orin 	2929204
Orin 	2929219
Orin 	2929625
Orin 	2930173
Orin 	2936537
Orin 	2962578
Orin 	2967487
Orin 	2973376
Orin 	2973606
Orin 	2974907
Orin 	2979781
Orin 	2980112
Orin 	2981014
Orin 	2981502
Orin 	2982540
Orin 	2983959
Orin 	2985118
Orin 	2986702
Orin 	2987687
Orin 	2988739
Orin 	3015424
Orin 	3026163
Orin 	3039281
Orin 	3084719
Orin 	3085470
Orin 	3085914
Orin 	3086583
Orin 	3087441
Orin 	3088132
Orin 	3088524
Orin 	3088675
Orin 	3089319
Orin 	3089400
Orin 	3089618
Orin 	3089663
Orin 	3089804
Orin 	3090763
Orin 	3090834
Orin 	3091064
Orin 	3091718
Orin 	3091838
Orin 	3091878
Orin 	3092254
Orin 	3092411
Orin 	3092589
Orin 	3094408
Orin 	3094476
Orin 	3094601
Orin 	3094719
Orin 	3095258
Orin 	3095718
Orin 	3095840
Orin 	3096519
Orin 	3097310
Orin 	3097692
Orin 	3098787
Orin 	3098884
Orin 	3099362
Orin 	3099712
Orin 	3103557
Orin 	3103596
Orin 	3105136
Orin 	3105544
Orin 	3106122
Orin 	3106504
Orin 	3106893
Orin 	3107777
Orin 	3107817
Orin 	3107971
Orin 	3109134
Orin 	3109350
Orin 	3109363
Orin 	3109698
Orin 	3152259
Orin 	3152443
Orin 	3158260
Orin 	3202162
Avril 	123905
Avril 	134123
Avril 	134472
Avril 	135055
Avril 	135711
Avril 	136486
Avril 	136617
Avril 	136898
Avril 	176194
Avril 	431260
Avril 	432058
Avril 	528058
Avril 	528239
Avril 	528346
Avril 	529027
Avril 	529239
Avril 	530938
Avril 	531967
Avril 	532118
Avril 	532557
Avril 	539134
Avril 	539632
Avril 	540169
Avril 	540290
Avril 	540420
Avril 	540700
Avril 	540841
Avril 	541348
Avril 	541520
Avril 	541615
Avril 	544183
Avril 	544755
Avril 	545232
Avril 	545265
Avril 	545395
Avril 	605015
Avril 	616537
Avril 	620579
Avril 	806935
Avril 	811139
Avril 	812455
Avril 	812775
Avril 	814900
Avril 	815563
Avril 	820876
Avril 	821743
Avril 	822997
Avril 	824689
Avril 	846634
Avril 	895068
Avril 	895346
Avril 	896190
Avril 	896289
Avril 	909004
Avril 	909345
Avril 	909992
Avril 	910418
Avril 	1102199
Avril 	1133650
Avril 	1148796
Avril 	1266129
Avril 	1267962
Avril 	1478607
Avril 	1478806
Avril 	1478989
Avril 	1479144
Avril 	1479444
Avril 	1479924
Avril 	1481069
Avril 	1482574
Avril 	1482761
Avril 	1482963
Avril 	1485129
Avril 	1488702
Avril 	1489237
Avril 	1489335
Avril 	1491265
Avril 	1491671
Avril 	1495766
Avril 	1501007
Avril 	1507281
Avril 	1513262
Avril 	1513850
Avril 	1514124
Avril 	1514266
Avril 	1514984
Avril 	1515172
Avril 	1515596
Avril 	1516656
Avril 	1517198
Avril 	1519630
Avril 	1519956
Avril 	1520787
Avril 	1521030
Avril 	1524390
Avril 	1524605
Avril 	1528141
Avril 	1601135
Avril 	1707957
Avril 	1707975
Avril 	1709451
Avril 	1709920
Avril 	1897659
Avril 	2000781
Avril 	2000971
Avril 	2021025
Avril 	2131715
Avril 	2150169
Avril 	2150520
Avril 	2150933
Avril 	2151291
Avril 	2151528
Avril 	2151639
Avril 	2151693
Avril 	2151790
Avril 	2152001
Avril 	2152154
Avril 	2152390
Avril 	2152679
Avril 	2152942
Avril 	2153591
Avril 	2154045
Avril 	2154245
Avril 	2155395
Avril 	2155753
Avril 	2156766
Avril 	2157070
Avril 	2157581
Avril 	2157979
Avril 	2159672
Avril 	2195310
Avril 	2197625
Avril 	2198260
Avril 	2198509
Avril 	2202629
Avril 	2207630
Avril 	2209023
Avril 	2209135
Avril 	2212697
Avril 	2213438
Avril 	2217779
Avril 	2219139
Avril 	2596084
Avril 	2763554
Avril 	2845355
Avril 	2860330
Avril 	2892792
Avril 	2908353
Avril 	2908581
Avril 	2908617
Avril 	2908746
Avril 	2908851
Avril 	2909606
Avril 	2923542
Avril 	2923754
Avril 	2989232
Avril 	2991148
Avril 	3014846
Avril 	3015003
Avril 	3015244
Avril 	3015367
Avril 	3015837
Avril 	3017332
Avril 	3020870
Avril 	3026256
Avril 	3026327
Avril 	3028876
Avril 	3040069
Avril 	3076974
Avril 	3077044
Avril 	3077465
Avril 	3104827
Avril 	3105333
Avril 	3107797
Avril 	3107999
Avril 	3175719
Avril 	3175788
Avril 	3181421
Avril 	3214988
Hal 	7517
Hal 	8117
Hal 	8578
Hal 	9280
Hal 	9513
Hal 	10839
Hal 	10886
Hal 	10965
Hal 	13010
Hal 	15610
Hal 	16262
Hal 	16525
Hal 	17545
Hal 	18335
Hal 	23767
Hal 	35162
Hal 	36663
Hal 	37170
Hal 	37175
Hal 	37315
Hal 	37433
Hal 	74169
Hal 	74481
Hal 	75000
Hal 	76347
Hal 	79730
Hal 	85274
Hal 	85516
Hal 	85796
Hal 	86048
Hal 	86277
Hal 	86408
Hal 	86477
Hal 	86641
Hal 	86840
Hal 	106640
Hal 	106663
Hal 	107306
Hal 	107327
Hal 	109116
Hal 	109137
Hal 	109549
Hal 	109638
Hal 	109875
Hal 	110434
Hal 	110961
Hal 	111185
Hal 	111641
Hal 	112112
Hal 	126587
Hal 	130794
Hal 	131038
Hal 	131343
Hal 	131420
Hal 	131895
Hal 	133037
Hal 	133242
Hal 	133420
Hal 	133690
Hal 	133910
Hal 	134037
Hal 	134104
Hal 	134226
Hal 	134519
Hal 	134662
Hal 	135501
Hal 	135823
Hal 	136212
Hal 	136652
Hal 	136731
Hal 	137192
Hal 	140968
Hal 	141740
Hal 	142001
Hal 	143562
Hal 	145903
Hal 	146560
Hal 	146830
Hal 	146891
Hal 	152620
Hal 	155633
Hal 	188075
Hal 	230858
Hal 	264657
Hal 	265141
Hal 	265761
Hal 	265771
Hal 	268298
Hal 	268393
Hal 	268406
Hal 	268420
Hal 	268434
Hal 	268660
Hal 	269015
Hal 	269221
Hal 	271292
Hal 	271720
Hal 	271818
Hal 	272696
Hal 	274496
Hal 	276288
Hal 	278708
Hal 	279031
Hal 	279393
Hal 	279578
Hal 	280004
Hal 	280292
Hal 	280562
Hal 	280680
Hal 	281003
Hal 	281160
Hal 	282153
Hal 	284503
Hal 	287497
Hal 	287940
Hal 	288185
Hal 	288389
Hal 	288472
Hal 	289490
Hal 	289625
Hal 	289634
Hal 	290332
Hal 	290431
Hal 	302011
Hal 	303986
Hal 	306543
Hal 	306974
Hal 	307774
Hal 	308909
Hal 	309293
Hal 	309501
Hal 	311297
Hal 	311580
Hal 	312483
Hal 	312759
Hal 	313740
Hal 	314087
Hal 	314473
Hal 	315931
Hal 	316146
Hal 	316206
Hal 	316503
Hal 	316515
Hal 	316614
Hal 	316795
Hal 	317136
Hal 	334759
Hal 	335308
Hal 	335455
Hal 	335501
Hal 	335664
Hal 	341371
Hal 	341382
Hal 	349202
Hal 	349966
Hal 	379228
Hal 	379774
Hal 	379785
Hal 	380156
Hal 	381123
Hal 	381367
Hal 	381890
Hal 	383042
Hal 	383153
Hal 	383249
Hal 	424886
Hal 	426206
Hal 	426296
Hal 	430032
Hal 	431875
Hal 	431972
Hal 	432290
Hal 	432940
Hal 	433194
Hal 	433398
Hal 	433442
Hal 	433735
Hal 	481857
Hal 	482081
Hal 	482718
Hal 	482970
Hal 	531925
Hal 	533162
Hal 	536723
Hal 	536756
Hal 	536890
Hal 	536949
Hal 	537687
Hal 	539406
Hal 	539790
Hal 	540100
Hal 	540902
Hal 	540950
Hal 	541479
Hal 	542314
Hal 	544201
Hal 	544439
Hal 	544849
Hal 	544945
Hal 	545037
Hal 	545186
Hal 	545305
Hal 	560428
Hal 	560880
Hal 	598586
Hal 	598727
Hal 	599146
Hal 	599380
Hal 	601360
Hal 	601876
Hal 	602222
Hal 	602711
Hal 	602740
Hal 	604017
Hal 	604327
Hal 	604998
Hal 	606047
Hal 	606096
Hal 	606844
Hal 	608244
Hal 	608630
Hal 	608990
Hal 	611709
Hal 	612009
Hal 	612213
Hal 	612248
Hal 	612578
Hal 	613616
Hal 	613901
Hal 	614147
Hal 	614792
Hal 	615526
Hal 	616105
Hal 	616586
Hal 	618312
Hal 	618765
Hal 	618979
Hal 	619075
Hal 	619310
Hal 	619769
Hal 	689727
Hal 	692699
Hal 	693578
Hal 	694679
Hal 	694889
Hal 	698979
Hal 	699502
Hal 	700059
Hal 	700217
Hal 	700295
Hal 	703324
Hal 	703670
Hal 	708129
Hal 	712520
Hal 	717316
Hal 	718198
Hal 	726469
Hal 	727164
Hal 	730444
Hal 	735104
Hal 	735737
Hal 	735833
Hal 	736110
Hal 	736615
Hal 	736889
Hal 	736969
Hal 	739874
Hal 	747778
Hal 	747904
Hal 	747983
Hal 	748075
Hal 	754308
Hal 	764786
Hal 	765206
Hal 	765326
Hal 	765723
Hal 	766230
Hal 	766457
Hal 	766580
Hal 	766726
Hal 	766848
Hal 	799739
Hal 	801026
Hal 	802017
Hal 	805358
Hal 	805430
Hal 	811968
Hal 	812033
Hal 	815573
Hal 	837600
Hal 	839616
Hal 	859833
Hal 	885480
Hal 	886905
Hal 	887085
Hal 	887665
Hal 	887938
Hal 	888909
Hal 	890085
Hal 	890379
Hal 	890668
Hal 	891231
Hal 	900831
Hal 	901762
Hal 	902302
Hal 	908294
Hal 	908391
Hal 	908613
Hal 	908708
Hal 	909040
Hal 	909224
Hal 	909330
Hal 	909960
Hal 	910012
Hal 	910073
Hal 	910268
Hal 	910429
Hal 	910510
Hal 	910605
Hal 	910886
Hal 	910936
Hal 	924473
Hal 	925054
Hal 	926090
Hal 	936774
Hal 	944895
Hal 	945443
Hal 	946201
Hal 	946924
Hal 	948325
Hal 	950445
Hal 	952381
Hal 	953729
Hal 	954467
Hal 	954476
Hal 	956267
Hal 	959875
Hal 	960160
Hal 	961074
Hal 	962728
Hal 	962783
Hal 	962910
Hal 	963162
Hal 	963339
Hal 	965326
Hal 	965587
Hal 	966170
Hal 	969582
Hal 	971127
Hal 	972676
Hal 	974793
Hal 	976365
Hal 	976705
Hal 	976874
Hal 	976913
Hal 	978510
Hal 	979002
Hal 	979681
Hal 	979815
Hal 	979896
Hal 	982754
Hal 	983911
Hal 	983948
Hal 	984357
Hal 	985636
Hal 	986352
Hal 	986465
Hal 	986528
Hal 	1102451
Hal 	1145136
Hal 	1145491
Hal 	1145884
Hal 	1146016
Hal 	1146303
Hal 	1146605
Hal 	1149194
Hal 	1185961
Hal 	1186240
Hal 	1187514
Hal 	1187943
Hal 	1190280
Hal 	1191677
Hal 	1194775
Hal 	1196805
Hal 	1197427
Hal 	1204315
Hal 	1207747
Hal 	1229666
Hal 	1249945
Hal 	1249954
Hal 	1253330
Hal 	1255417
Hal 	1266593
Hal 	1299421
Hal 	1299916
Hal 	1299931
Hal 	1301152
Hal 	1301288
Hal 	1301863
Hal 	1306221
Hal 	1306513
Hal 	1306732
Hal 	1308041
Hal 	1309760
Hal 	1310621
Hal 	1311929
Hal 	1312193
Hal 	1312433
Hal 	1312565
Hal 	1312712
Hal 	1313011
Hal 	1313309
Hal 	1313487
Hal 	1313560
Hal 	1313915
Hal 	1314022
Hal 	1314174
Hal 	1317287
Hal 	1317320
Hal 	1317944
Hal 	1321146
Hal 	1322269
Hal 	1322431
Hal 	1322494
Hal 	1322786
Hal 	1322968
Hal 	1323033
Hal 	1323157
Hal 	1323178
Hal 	1324440
Hal 	1325358
Hal 	1326372
Hal 	1333169
Hal 	1333316
Hal 	1334674
Hal 	1474418
Hal 	1475084
Hal 	1476109
Hal 	1476461
Hal 	1476767
Hal 	1477994
Hal 	1479889
Hal 	1481278
Hal 	1482067
Hal 	1482171
Hal 	1483744
Hal 	1483797
Hal 	1484365
Hal 	1485483
Hal 	1486296
Hal 	1486380
Hal 	1486535
Hal 	1487752
Hal 	1488689
Hal 	1489018
Hal 	1489531
Hal 	1490119
Hal 	1494361
Hal 	1494505
Hal 	1494789
Hal 	1494951
Hal 	1495471
Hal 	1495941
Hal 	1496109
Hal 	1496216
Hal 	1496331
Hal 	1496493
Hal 	1499716
Hal 	1500006
Hal 	1500675
Hal 	1501701
Hal 	1501849
Hal 	1502215
Hal 	1502469
Hal 	1503502
Hal 	1503758
Hal 	1505146
Hal 	1506322
Hal 	1506639
Hal 	1506726
Hal 	1508215
Hal 	1508464
Hal 	1508847
Hal 	1509059
Hal 	1509426
Hal 	1510161
Hal 	1511042
Hal 	1511852
Hal 	1511952
Hal 	1511981
Hal 	1512536
Hal 	1513718
Hal 	1513894
Hal 	1514053
Hal 	1514190
Hal 	1514449
Hal 	1515091
Hal 	1516177
Hal 	1517743
Hal 	1518014
Hal 	1518374
Hal 	1518804
Hal 	1519197
Hal 	1519523
Hal 	1519678
Hal 	1519892
Hal 	1520103
Hal 	1520969
Hal 	1520976
Hal 	1522380
Hal 	1522602
Hal 	1524539
Hal 	1525154
Hal 	1525462
Hal 	1526192
Hal 	1526969
Hal 	1528241
Hal 	1529177
Hal 	1529243
Hal 	1529590
Hal 	1530798
Hal 	1530880
Hal 	1531538
Hal 	1571154
Hal 	1579458
Hal 	1581762
Hal 	1600522
Hal 	1618202
Hal 	1619651
Hal 	1622291
Hal 	1622449
Hal 	1622476
Hal 	1622675
Hal 	1623069
Hal 	1630501
Hal 	1631220
Hal 	1636741
Hal 	1661231
Hal 	1707362
Hal 	1708382
Hal 	1708401
Hal 	1708725
Hal 	1708783
Hal 	1708933
Hal 	1708972
Hal 	1709210
Hal 	1714099
Hal 	1714165
Hal 	1714233
Hal 	1716016
Hal 	1716050
Hal 	1716165
Hal 	1716223
Hal 	1796170
Hal 	1802552
Hal 	1818500
Hal 	1818568
Hal 	1820546
Hal 	1823853
Hal 	1825149
Hal 	1825451
Hal 	1825893
Hal 	1826055
Hal 	1827896
Hal 	1830857
Hal 	1830902
Hal 	1835924
Hal 	1837588
Hal 	1838397
Hal 	1839172
Hal 	1839808
Hal 	1840370
Hal 	1840602
Hal 	1840628
Hal 	1840733
Hal 	1840738
Hal 	1840773
Hal 	1840780
Hal 	1840818
Hal 	1841057
Hal 	1842365
Hal 	1842602
Hal 	1842894
Hal 	1842987
Hal 	1845428
Hal 	1847157
Hal 	1847284
Hal 	1848223
Hal 	1848291
Hal 	1848383
Hal 	1848491
Hal 	1849085
Hal 	1849141
Hal 	1849383
Hal 	1850221
Hal 	1850409
Hal 	1887065
Hal 	1887231
Hal 	1887573
Hal 	1889562
Hal 	1889720
Hal 	1889938
Hal 	1890052
Hal 	1890412
Hal 	1890669
Hal 	1890693
Hal 	1890801
Hal 	1891350
Hal 	1891379
Hal 	1891508
Hal 	1891714
Hal 	1891768
Hal 	1891990
Hal 	1892114
Hal 	1892130
Hal 	1892195
Hal 	1892767
Hal 	1892893
Hal 	1893069
Hal 	1893270
Hal 	1894091
Hal 	1894148
Hal 	1895264
Hal 	1895668
Hal 	1895876
Hal 	1896113
Hal 	1899405
Hal 	1900698
Hal 	1900824
Hal 	1901106
Hal 	1901230
Hal 	1901382
Hal 	1901678
Hal 	1902501
Hal 	1902600
Hal 	1902973
Hal 	1903065
Hal 	1903427
Hal 	1903757
Hal 	1904586
Hal 	1905221
Hal 	1905552
Hal 	1905872
Hal 	1906659
Hal 	1906869
Hal 	1907071
Hal 	1907493
Hal 	1907498
Hal 	1907765
Hal 	1908102
Hal 	1908719
Hal 	1909125
Hal 	1909326
Hal 	1910173
Hal 	1910349
Hal 	1910537
Hal 	1910576
Hal 	1912568
Hal 	1913932
Hal 	1916582
Hal 	1916919
Hal 	1917105
Hal 	1917787
Hal 	1920523
Hal 	1924862
Hal 	1928027
Hal 	1940510
Hal 	1943117
Hal 	1943219
Hal 	1943731
Hal 	1944083
Hal 	1951541
Hal 	1951745
Hal 	1951854
Hal 	1952001
Hal 	1952077
Hal 	1952216
Hal 	1952337
Hal 	1953175
Hal 	1953624
Hal 	1954364
Hal 	1954621
Hal 	1954817
Hal 	1955018
Hal 	1955094
Hal 	1955200
Hal 	1955359
Hal 	1958076
Hal 	1958193
Hal 	1958346
Hal 	1958499
Hal 	1958860
Hal 	1959131
Hal 	1962196
Hal 	1962605
Hal 	1963139
Hal 	1964809
Hal 	1964892
Hal 	1965040
Hal 	1965182
Hal 	1965205
Hal 	1965306
Hal 	1965369
Hal 	1965483
Hal 	1966327
Hal 	1976404
Hal 	1977196
Hal 	1977715
Hal 	1977949
Hal 	1977967
Hal 	1978276
Hal 	1978446
Hal 	1978867
Hal 	1979290
Hal 	1979541
Hal 	1979678
Hal 	1979779
Hal 	1980045
Hal 	1980220
Hal 	1980370
Hal 	1984036
Hal 	1984330
Hal 	1986134
Hal 	1986347
Hal 	1986625
Hal 	1986943
Hal 	1998481
Hal 	2000146
Hal 	2000365
Hal 	2000912
Hal 	2001058
Hal 	2002927
Hal 	2003489
Hal 	2004873
Hal 	2022121
Hal 	2022303
Hal 	2022453
Hal 	2022513
Hal 	2022701
Hal 	2023091
Hal 	2023392
Hal 	2023860
Hal 	2024480
Hal 	2024650
Hal 	2025055
Hal 	2025267
Hal 	2025566
Hal 	2026123
Hal 	2026686
Hal 	2027294
Hal 	2027391
Hal 	2027954
Hal 	2028504
Hal 	2029668
Hal 	2030342
Hal 	2031062
Hal 	2035360
Hal 	2035884
Hal 	2036606
Hal 	2057924
Hal 	2059075
Hal 	2060145
Hal 	2060239
Hal 	2060350
Hal 	2148058
Hal 	2148736
Hal 	2151619
Hal 	2151865
Hal 	2152119
Hal 	2152440
Hal 	2152691
Hal 	2154332
Hal 	2154636
Hal 	2154767
Hal 	2155763
Hal 	2155885
Hal 	2156640
Hal 	2156707
Hal 	2157573
Hal 	2158274
Hal 	2158447
Hal 	2158701
Hal 	2159312
Hal 	2159557
Hal 	2160409
Hal 	2191297
Hal 	2191955
Hal 	2192360
Hal 	2192608
Hal 	2192744
Hal 	2192853
Hal 	2193074
Hal 	2193361
Hal 	2193426
Hal 	2202609
Hal 	2202966
Hal 	2203006
Hal 	2203276
Hal 	2203438
Hal 	2205178
Hal 	2205672
Hal 	2208062
Hal 	2208070
Hal 	2208911
Hal 	2213142
Hal 	2213222
Hal 	2217630
Hal 	2220546
Hal 	2221541
Hal 	2221852
Hal 	2221871
Hal 	2221923
Hal 	2221958
Hal 	2223187
Hal 	2226633
Hal 	2227901
Hal 	2227993
Hal 	2228077
Hal 	2228687
Hal 	2253727
Hal 	2253809
Hal 	2253859
Hal 	2254947
Hal 	2255277
Hal 	2257925
Hal 	2258331
Hal 	2258639
Hal 	2258751
Hal 	2260617
Hal 	2261012
Hal 	2261108
Hal 	2261151
Hal 	2261344
Hal 	2261461
Hal 	2291564
Hal 	2292379
Hal 	2292721
Hal 	2293194
Hal 	2293450
Hal 	2294146
Hal 	2295157
Hal 	2295330
Hal 	2295740
Hal 	2296236
Hal 	2296849
Hal 	2297381
Hal 	2297675
Hal 	2298015
Hal 	2298532
Hal 	2298670
Hal 	2299384
Hal 	2299439
Hal 	2300035
Hal 	2300705
Hal 	2300802
Hal 	2301588
Hal 	2302259
Hal 	2303350
Hal 	2303715
Hal 	2304056
Hal 	2304106
Hal 	2304410
Hal 	2304446
Hal 	2305183
Hal 	2305610
Hal 	2306163
Hal 	2306370
Hal 	2306616
Hal 	2307155
Hal 	2307481
Hal 	2309220
Hal 	2309793
Hal 	2310224
Hal 	2311301
Hal 	2312817
Hal 	2313100
Hal 	2313488
Hal 	2313507
Hal 	2314290
Hal 	2314426
Hal 	2314650
Hal 	2315262
Hal 	2315413
Hal 	2316524
Hal 	2316946
Hal 	2317178
Hal 	2317956
Hal 	2318193
Hal 	2318526
Hal 	2318797
Hal 	2319669
Hal 	2320223
Hal 	2320758
Hal 	2320979
Hal 	2320996
Hal 	2321349
Hal 	2321676
Hal 	2321719
Hal 	2321790
Hal 	2322020
Hal 	2323218
Hal 	2323546
Hal 	2323900
Hal 	2324355
Hal 	2324533
Hal 	2325086
Hal 	2325817
Hal 	2326147
Hal 	2326732
Hal 	2327837
Hal 	2328059
Hal 	2328221
Hal 	2328610
Hal 	2329233
Hal 	2329597
Hal 	2329743
Hal 	2337806
Hal 	2450082
Hal 	2470635
Hal 	2470875
Hal 	2504460
Hal 	2515122
Hal 	2517913
Hal 	2523947
Hal 	2525537
Hal 	2531632
Hal 	2532799
Hal 	2625126
Hal 	2627949
Hal 	2726715
Hal 	2731013
Hal 	2796847
Hal 	2796902
Hal 	2796966
Hal 	2797507
Hal 	2797669
Hal 	2798220
Hal 	2798720
Hal 	2798743
Hal 	2799749
Hal 	2800095
Hal 	2845519
Hal 	2845742
Hal 	2847130
Hal 	2893748
Hal 	2898135
Hal 	2898444
Hal 	2898478
Hal 	2899722
Hal 	2899770
Hal 	2901483
Hal 	2904332
Hal 	2904530
Hal 	2904698
Hal 	2904810
Hal 	2904852
Hal 	2905365
Hal 	2905633
Hal 	2905884
Hal 	2905943
Hal 	2906702
Hal 	2910033
Hal 	2910060
Hal 	2910463
Hal 	2926846
Hal 	2927359
Hal 	2927513
Hal 	2927825
Hal 	2928123
Hal 	2928875
Hal 	2929184
Hal 	2929279
Hal 	2930253
Hal 	2930292
Hal 	2930679
Hal 	2930826
Hal 	2931177
Hal 	2931198
Hal 	2936643
Hal 	2938977
Hal 	2944374
Hal 	2945374
