postition	term
Pemulis  	429081
Pemulis  	430081
Pemulis  	430669
Pemulis  	431113
Pemulis  	431338
Pemulis  	431517
Pemulis  	431893
Pemulis  	432844
Pemulis  	434251
Pemulis  	434870
Pemulis  	435224
Pemulis  	435364
Pemulis  	435429
Pemulis  	435494
Pemulis  	435723
Pemulis  	436231
Pemulis  	477328
Pemulis  	477930
Pemulis  	478764
Pemulis  	481036
Pemulis  	481075
Pemulis  	481654
Pemulis  	481892
Pemulis  	483019
Pemulis  	541489
Pemulis  	561201
Pemulis  	561608
Pemulis  	561768
Pemulis  	562153
Pemulis  	562481
Pemulis  	562784
Pemulis  	563683
Pemulis  	564020
Pemulis  	564289
Pemulis  	598295
Pemulis  	598461
Pemulis  	598704
Pemulis  	598937
Pemulis  	599274
Pemulis  	599412
Pemulis  	600597
Pemulis  	601410
Pemulis  	601901
Pemulis  	602422
Pemulis  	603616
Pemulis  	604111
Pemulis  	605162
Pemulis  	605696
Pemulis  	606014
Pemulis  	606272
Pemulis  	607253
Pemulis  	607432
Pemulis  	607559
Pemulis  	608614
Pemulis  	609165
Pemulis  	609686
Pemulis  	609942
Pemulis  	610342
Pemulis  	611686
Pemulis  	612444
Pemulis  	612597
Pemulis  	613604
Pemulis  	614609
Pemulis  	615963
Pemulis  	618349
Pemulis  	619102
Pemulis  	619971
Pemulis  	620204
Pemulis  	620237
Pemulis  	705918
Pemulis  	741690
Pemulis  	741788
Pemulis  	741896
Pemulis  	745182
Pemulis  	745430
Pemulis  	746873
Pemulis  	747206
Pemulis  	748013
Pemulis  	748159
Pemulis  	748583
Pemulis  	748982
Pemulis  	749329
Pemulis  	750292
Pemulis  	750542
Pemulis  	751804
Pemulis  	753093
Pemulis  	753437
Pemulis  	756607
Pemulis  	756804
Pemulis  	756819
Pemulis  	756868
Pemulis  	757573
Pemulis  	757757
Pemulis  	757899
Pemulis  	758240
Pemulis  	758775
Pemulis  	759275
Pemulis  	759300
Pemulis  	800613
Pemulis  	800912
Pemulis  	801561
Pemulis  	804945
Pemulis  	838180
Pemulis  	886775
Pemulis  	886812
Pemulis  	923378
Pemulis  	924451
Pemulis  	924624
Pemulis  	926558
Pemulis  	927664
Pemulis  	933039
Pemulis  	941691
Pemulis  	943565
Pemulis  	944865
Pemulis  	945282
Pemulis  	947272
Pemulis  	947381
Pemulis  	950874
Pemulis  	951475
Pemulis  	951565
Pemulis  	954564
Pemulis  	957821
Pemulis  	957865
Pemulis  	958845
Pemulis  	959071
Pemulis  	959325
Pemulis  	959420
Pemulis  	959589
Pemulis  	960098
Pemulis  	960387
Pemulis  	960531
Pemulis  	961101
Pemulis  	962124
Pemulis  	962400
Pemulis  	963945
Pemulis  	965662
Pemulis  	966666
Pemulis  	968112
Pemulis  	969145
Pemulis  	971211
Pemulis  	971510
Pemulis  	972277
Pemulis  	973349
Pemulis  	973722
Pemulis  	974103
Pemulis  	974141
Pemulis  	974223
Pemulis  	975325
Pemulis  	975562
Pemulis  	975719
Pemulis  	975786
Pemulis  	976293
Pemulis  	978844
Pemulis  	979587
Pemulis  	983892
Pemulis  	984398
Pemulis  	985309
Pemulis  	1102323
Pemulis  	1102719
Pemulis  	1247174
Pemulis  	1310995
Pemulis  	1474213
Pemulis  	1476785
Pemulis  	1481706
Pemulis  	1481969
Pemulis  	1482227
Pemulis  	1483685
Pemulis  	1483777
Pemulis  	1483945
Pemulis  	1483985
Pemulis  	1484322
Pemulis  	1484600
Pemulis  	1486666
Pemulis  	1487149
Pemulis  	1491908
Pemulis  	1492199
Pemulis  	1492293
Pemulis  	1494147
Pemulis  	1494477
Pemulis  	1494578
Pemulis  	1494754
Pemulis  	1524879
Pemulis  	1524900
Pemulis  	1530993
Pemulis  	1593111
Pemulis  	1593265
Pemulis  	1596520
Pemulis  	1596549
Pemulis  	1597421
Pemulis  	1597676
Pemulis  	1598143
Pemulis  	1598355
Pemulis  	1598633
Pemulis  	1599178
Pemulis  	1599265
Pemulis  	1599536
Pemulis  	1599750
Pemulis  	1600232
Pemulis  	1601604
Pemulis  	1601827
Pemulis  	1601972
Pemulis  	1602384
Pemulis  	1602489
Pemulis  	1602831
Pemulis  	1603087
Pemulis  	1603251
Pemulis  	1622600
Pemulis  	1715454
Pemulis  	1821057
Pemulis  	1823678
Pemulis  	1824023
Pemulis  	1824613
Pemulis  	1826410
Pemulis  	1827759
Pemulis  	1831361
Pemulis  	1835073
Pemulis  	1840101
Pemulis  	1840998
Pemulis  	1848971
Pemulis  	1849190
Pemulis  	1896892
Pemulis  	1956553
Pemulis  	1957474
Pemulis  	1966745
Pemulis  	2020188
Pemulis  	2191363
Pemulis  	2192732
Pemulis  	2202884
Pemulis  	2207302
Pemulis  	2208516
Pemulis  	2226250
Pemulis  	2227422
Pemulis  	2227479
Pemulis  	2230586
Pemulis  	2231129
Pemulis  	2254090
Pemulis  	2254208
Pemulis  	2254472
Pemulis  	2254789
Pemulis  	2254850
Pemulis  	2254912
Pemulis  	2256127
Pemulis  	2256143
Pemulis  	2293760
Pemulis  	2316615
Pemulis  	2318922
Pemulis  	2319043
Pemulis  	2465687
Pemulis  	2465952
Pemulis  	2466294
Pemulis  	2471567
Pemulis  	2597661
Pemulis  	2598125
Pemulis  	2598206
Pemulis  	2599340
Pemulis  	2623939
Pemulis  	2624968
Pemulis  	2625132
Pemulis  	2626052
Pemulis  	2626372
Pemulis  	2627298
Pemulis  	2627401
Pemulis  	2628217
Pemulis  	2628551
Pemulis  	2629181
Pemulis  	2629337
Pemulis  	2629722
Pemulis  	2629957
Pemulis  	2631173
Pemulis  	2632656
Pemulis  	2650765
Pemulis  	2726754
Pemulis  	2750760
Pemulis  	2794907
Pemulis  	2795005
Pemulis  	2845609
Pemulis  	2846709
Pemulis  	2846937
Pemulis  	2852776
Pemulis  	2894369
Pemulis  	2894514
Pemulis  	2960987
Pemulis  	2969905
Pemulis  	2970933
Pemulis  	2973169
Pemulis  	2973387
Pemulis  	2973921
Pemulis  	2974004
Pemulis  	2974445
Pemulis  	2975413
Pemulis  	2975690
Pemulis  	2975836
Pemulis  	2976005
Pemulis  	2976513
Pemulis  	2979622
Pemulis  	2980213
Pemulis  	2981183
Pemulis  	2984400
Pemulis  	2984908
Pemulis  	2985091
Pemulis  	2987008
Pemulis  	2987232
Pemulis  	2988664
Pemulis  	2994457
Pemulis  	3000935
Pemulis  	3001140
Pemulis  	3001784
Pemulis  	3004861
Pemulis  	3016122
Pemulis  	3037492
Pemulis  	3040523
Pemulis  	3082525
Pemulis  	3082883
Pemulis  	3083163
Pemulis  	3111756
Pemulis  	3169868
Pemulis  	3170048
Pemulis  	3171005
Pemulis  	3171188
Pemulis  	3171618
Pemulis  	3171672
Pemulis  	3172114
Pemulis  	3172128
Pemulis  	3172534
Pemulis  	3173406
Pemulis  	3173513
Pemulis  	3173688
Pemulis  	3174767
Pemulis  	3174821
Pemulis  	3175330
Pemulis  	3175651
Pemulis  	3175958
Pemulis  	3176146
Pemulis  	3176291
Pemulis  	3176616
Pemulis  	3177546
Pemulis  	3177759
Pemulis  	3179288
Pemulis  	3179787
Pemulis  	3180536
Pemulis  	3180747
Pemulis  	3181018
Pemulis  	3181061
Pemulis  	3181672
Pemulis  	3181923
Pemulis  	3183867
Pemulis  	3184278
Pemulis  	3184905
Pemulis  	3185431
Pemulis  	3187609
Pemulis  	3188764
Pemulis  	3188844
Pemulis  	3188985
Pemulis  	3189406
Pemulis  	3190169
Pemulis  	3190698
Pemulis  	3191072
Pemulis  	3191639
Pemulis  	3193842
Pemulis  	3194146
Pemulis  	3194448
Pemulis  	3194874
Pemulis  	3194989
Pemulis  	3195170
Pemulis  	3195329
Pemulis  	3195990
Pemulis  	3196835
Pemulis  	3197256
Pemulis  	3197318
Pemulis  	3198094
Pemulis  	3198622
Pemulis  	3201744
Pemulis  	3201994
Pemulis  	3203136
Pemulis  	3204954
Pemulis  	3205687
Pemulis  	3206425
Pemulis  	3206534
Jim Troeltsch 	133106
Jim Troeltsch 	164334
Jim Troeltsch 	264723
Jim Troeltsch 	275214
Jim Troeltsch 	800283
Jim Troeltsch 	882462
Jim Troeltsch 	944877
Jim Troeltsch 	979511
Jim Troeltsch 	1596468
Jim Troeltsch 	1622407
Jim Troeltsch 	1820906
Jim Troeltsch 	1840269
Jim Troeltsch 	2019659
Jim Troeltsch 	2522971
Jim Troeltsch 	2725547
Jim Troeltsch 	2725669
Jim Troeltsch 	2745184
Jim Troeltsch 	2846685
Jim Troeltsch 	2852717
Jim Troeltsch 	3180436
Jim Troeltsch 	3195046
Ted Schacht 	133121
Ted Schacht 	166380
Ted Schacht 	282109
Ted Schacht 	324523
Ted Schacht 	613073
Ted Schacht 	879068
Ted Schacht 	880786
Ted Schacht 	1641132
Ted Schacht 	1644622
Ted Schacht 	1645495
Ted Schacht 	2796431
Ted Schacht 	2993964
Ted Schacht 	3037023
Ted Schacht 	3040234
James Albrecht Lockley Struck Jr. 	328463
James Albrecht Lockley Struck Jr. 	3121262
Stice 	42973
Stice 	265824
Stice 	267912
Stice 	268960
Stice 	270053
Stice 	270085
Stice 	270158
Stice 	277364
Stice 	278232
Stice 	278499
Stice 	278735
Stice 	282400
Stice 	284089
Stice 	286572
Stice 	287361
Stice 	287633
Stice 	288190
Stice 	289902
Stice 	290060
Stice 	290323
Stice 	331343
Stice 	534097
Stice 	611644
Stice 	749658
Stice 	754116
Stice 	759112
Stice 	1102825
Stice 	1139423
Stice 	1140442
Stice 	1140724
Stice 	1140842
Stice 	1140864
Stice 	1141019
Stice 	1141208
Stice 	1141262
Stice 	1141758
Stice 	1141931
Stice 	1142045
Stice 	1142113
Stice 	1142547
Stice 	1143033
Stice 	1143491
Stice 	1143632
Stice 	1143675
Stice 	1310549
Stice 	1311099
Stice 	1311943
Stice 	1312066
Stice 	1312470
Stice 	1312529
Stice 	1312681
Stice 	1313460
Stice 	1313662
Stice 	1314935
Stice 	1315430
Stice 	1316545
Stice 	1321434
Stice 	1321581
Stice 	1322340
Stice 	1324008
Stice 	1324052
Stice 	1507642
Stice 	1507934
Stice 	1509349
Stice 	1509771
Stice 	1510313
Stice 	1510343
Stice 	1511030
Stice 	1511077
Stice 	1511799
Stice 	1511991
Stice 	1512502
Stice 	1513008
Stice 	1524817
Stice 	1593155
Stice 	1596615
Stice 	1596643
Stice 	1596816
Stice 	1818434
Stice 	1818891
Stice 	1819111
Stice 	1819332
Stice 	1821808
Stice 	1821883
Stice 	1822043
Stice 	1822426
Stice 	1822607
Stice 	1822716
Stice 	1822800
Stice 	1822824
Stice 	1822981
Stice 	1823142
Stice 	1823240
Stice 	1824049
Stice 	1824423
Stice 	1825712
Stice 	1832039
Stice 	1832231
Stice 	1833963
Stice 	1835569
Stice 	1836075
Stice 	1836429
Stice 	1838153
Stice 	1840319
Stice 	1840458
Stice 	1840488
Stice 	1840536
Stice 	1840691
Stice 	1841282
Stice 	1841339
Stice 	1841434
Stice 	1841610
Stice 	1845146
Stice 	1845382
Stice 	1845751
Stice 	1846399
Stice 	1847917
Stice 	1848305
Stice 	1848347
Stice 	1848701
Stice 	1850473
Stice 	1850814
Stice 	1851088
Stice 	1851709
Stice 	1887003
Stice 	1887221
Stice 	1889570
Stice 	1889696
Stice 	1889837
Stice 	1890478
Stice 	1890717
Stice 	1891007
Stice 	1891275
Stice 	1891650
Stice 	1891731
Stice 	1891999
Stice 	1892477
Stice 	1892501
Stice 	1893260
Stice 	1895272
Stice 	1895721
Stice 	1895949
Stice 	1899558
Stice 	1899725
Stice 	1899985
Stice 	1900076
Stice 	1900179
Stice 	1900386
Stice 	1900636
Stice 	1900882
Stice 	1901286
Stice 	1901365
Stice 	1902153
Stice 	1902408
Stice 	1902889
Stice 	1903026
Stice 	1903093
Stice 	1903270
Stice 	1904637
Stice 	1906765
Stice 	1907024
Stice 	1907273
Stice 	1907428
Stice 	1907659
Stice 	1907717
Stice 	1907975
Stice 	1908270
Stice 	1908387
Stice 	1908672
Stice 	1908774
Stice 	1909229
Stice 	1909535
Stice 	1910317
Stice 	1912818
Stice 	1915027
Stice 	1916712
Stice 	1916900
Stice 	1924841
Stice 	1940460
Stice 	1940731
Stice 	1943591
Stice 	1943634
Stice 	1951810
Stice 	1952030
Stice 	1952254
Stice 	1952890
Stice 	1953383
Stice 	1953521
Stice 	1954082
Stice 	1954121
Stice 	1954513
Stice 	1954739
Stice 	1955103
Stice 	1955292
Stice 	1958065
Stice 	1958871
Stice 	1959098
Stice 	1976559
Stice 	1977872
Stice 	2470280
Stice 	2503532
Stice 	2504769
Stice 	2505452
Stice 	2505844
Stice 	2507264
Stice 	2507667
Stice 	2508675
Stice 	2508964
Stice 	2509718
Stice 	2509942
Stice 	2512043
Stice 	2512425
Stice 	2514057
Stice 	2516488
Stice 	2517680
Stice 	2519301
Stice 	2520025
Stice 	2520240
Stice 	2520354
Stice 	2520663
Stice 	2521050
Stice 	2521189
Stice 	2521375
Stice 	2521856
Stice 	2522085
Stice 	2522176
Stice 	2522660
Stice 	2523075
Stice 	2523101
Stice 	2523411
Stice 	2523592
Stice 	2524164
Stice 	2525301
Stice 	2525472
Stice 	2533817
Stice 	2589377
Stice 	2600726
Stice 	2602899
Stice 	2603162
Stice 	2628139
Stice 	2628388
Stice 	2629803
Stice 	2728946
Stice 	2729866
Stice 	2730480
Stice 	2769728
Stice 	2798097
Stice 	2927900
Stice 	2965281
Stice 	2976301
Stice 	3017447
Stice 	3030524
Stice 	3037326
Stice 	3037504
Stice 	3185694
Stice 	3190673
Stice 	3191100
Stice 	3198476
John Wayne  	275249
John Wayne  	287056
John Wayne  	733734
John Wayne  	737376
John Wayne  	737593
John Wayne  	737856
John Wayne  	742697
John Wayne  	743472
John Wayne  	754008
John Wayne  	763433
John Wayne  	799724
John Wayne  	803000
John Wayne  	885346
John Wayne  	1116582
John Wayne  	1310584
John Wayne  	1332841
John Wayne  	1332940
John Wayne  	1485796
John Wayne  	1600507
John Wayne  	1600891
John Wayne  	1818938
John Wayne  	1830504
John Wayne  	1931393
John Wayne  	2600398
John Wayne  	2770936
John Wayne  	2771938
John Wayne  	2771990
John Wayne  	2773889
John Wayne  	2793394
John Wayne  	2866209
John Wayne  	3043344
John Wayne  	3190958
Possalthwaite 	271397
Possalthwaite 	271804
Possalthwaite 	271825
Possalthwaite 	310944
Possalthwaite 	323809
Possalthwaite 	886360
Possalthwaite 	948512
Possalthwaite 	955271
Possalthwaite 	965993
Possalthwaite 	981623
Possalthwaite 	983340
Possalthwaite 	986840
Possalthwaite 	1482427
Possalthwaite 	1956951
Possalthwaite 	1957052
Possalthwaite 	1957151
Possalthwaite 	1957389
Possalthwaite 	1957425
Possalthwaite 	1957920
Possalthwaite 	1958381
Possalthwaite 	2030203
Possalthwaite 	2060173
Possalthwaite 	2793697
Possalthwaite 	3038026
Possalthwaite 	3038220
Possalthwaite 	3082748
Possalthwaite 	3169990
Possalthwaite 	3170569
Possalthwaite 	3173279
Possalthwaite 	3174416
Possalthwaite 	3176454
Possalthwaite 	3178401
Possalthwaite 	3178852
Possalthwaite 	3181723
Possalthwaite 	3182317
Possalthwaite 	3183284
Possalthwaite 	3183509
Possalthwaite 	3184474
Possalthwaite 	3185152
Possalthwaite 	3187254
Possalthwaite 	3191085
Prince Q--------- 	87433
Prince Q--------- 	88531
Prince Q--------- 	88662
Prince Q--------- 	92537
Prince Q--------- 	97418
Prince Q--------- 	242271
Prince Q--------- 	242675
Axford  	133574
Axford  	134303
Axford  	267559
Axford  	271414
Axford  	271465
Axford  	271741
Axford  	421972
Axford  	422349
Axford  	422881
Axford  	424674
Axford  	426069
Axford  	427173
Axford  	541373
Axford  	541387
Axford  	561119
Axford  	598575
Axford  	598716
Axford  	599367
Axford  	599732
Axford  	600789
Axford  	601347
Axford  	605085
Axford  	606108
Axford  	607235
Axford  	608149
Axford  	608597
Axford  	608977
Axford  	611698
Axford  	611945
Axford  	614714
Axford  	618321
Axford  	618542
Axford  	619085
Axford  	619318
Axford  	619948
Axford  	746365
Axford  	759337
Axford  	803629
Axford  	885709
Axford  	936731
Axford  	944676
Axford  	945048
Axford  	945355
Axford  	947230
Axford  	947291
Axford  	950604
Axford  	951487
Axford  	953590
Axford  	955788
Axford  	956275
Axford  	956444
Axford  	960265
Axford  	960363
Axford  	960812
Axford  	971427
Axford  	974724
Axford  	976220
Axford  	978989
Axford  	983960
Axford  	985894
Axford  	1141107
Axford  	1142915
Axford  	1265922
Axford  	1329103
Axford  	1478105
Axford  	1479643
Axford  	1485968
Axford  	1486524
Axford  	1503795
Axford  	1528490
Axford  	1531527
Axford  	1825901
Axford  	1839712
Axford  	1841010
Axford  	1888395
Axford  	2227105
Axford  	2293771
Axford  	2524344
Axford  	2524452
Axford  	2524518
Axford  	2898532
Axford  	2927853
Axford  	2960999
Axford  	3041853
Axford  	3163090
